Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,lateInfoMsgCd
015890,KR7015890007,태경산업,KOSPI,,4775,1,5,0.1,4780,4815,4750,6566,31319125,139567281250,29228750,STK,ME005
000020,KR7000020008,동화약품,KOSPI,,4990,2,-20,-0.4,5010,5040,4970,44514,222528450,139378035300,27931470,STK,ME005
094280,KR7094280005,효성ITX,KOSPI,,12040,1,60,0.5,11980,12070,11960,1750,21030650,139160728000,11558200,STK,ME005
008350,KR7008350001,남선알미늄,KOSPI,,1067,3,0,0.0,1057,1068,1056,481422,512283481,137727389030,129079090,STK,ME005
004080,KR7004080008,신흥,KOSPI,,14680,2,-20,-0.14,14770,14770,14670,814,11983510,136524000000,9300000,STK,ME005
007540,KR7007540008,샘표,KOSPI,,47300,3,0,0.0,47300,47750,47150,9228,437008000,136025340000,2875800,STK,ME005
014280,KR7014280002,금강공업,KOSPI,,4585,1,175,3.97,4405,4605,4405,103361,466284424,134475101845,29329357,STK,ME005
012610,KR7012610002,경인양행,KOSPI,,3215,1,45,1.42,3200,3235,3180,64242,206102225,133796613475,41616365,STK,ME005
001080,KR7001080001,만호제강,KOSPI,,3800,1,10,0.26,3870,3870,3740,7462,28185230,133436848000,35114960,STK,ME005
081000,KR7081000002,일진다이아,KOSPI,,9310,2,-90,-0.96,9310,9370,9240,13727,127326125,132229697250,14202975,STK,ME005
003010,KR7003010006,혜인,KOSPI,,10360,1,170,1.67,10270,10890,10170,290100,3075150090,131704058920,12712747,STK,ME005
024090,KR7024090003,디씨엠,KOSPI,,11530,1,40,0.35,11590,11640,11460,994,11465670,131442000000,11400000,STK,ME005
004960,KR7004960001,한신공영,KOSPI,,11230,1,30,0.27,11370,11370,11080,5946,66529080,129938983460,11570702,STK,ME005
214390,KR7214390007,경보제약,KOSPI,,5420,1,70,1.31,5420,5440,5350,2374,12791560,129575181200,23906860,STK,ME005
009270,KR7009270000,신원,KOSPI,,1125,1,5,0.45,1113,1137,1113,95600,107350268,129116692125,114770393,STK,ME005
001210,KR7001210004,금호전기,KOSPI,,10290,2,-60,-0.58,10520,10720,10100,1209737,12545986540,128896306140,12526366,STK,ME005
001520,KR7001520006,동양,KOSPI,,1199,2,-9,-0.75,1216,1238,1170,1900521,2276217075,128439316368,107122032,STK,ME005
018470,KR7018470005,조일알미늄,KOSPI,,5070,2,-50,-0.98,5110,5140,5040,24328,123744020,128404564080,25326344,STK,ME005
002210,KR7002210003,동성제약,KOSPI,,1311,2,-10,-0.76,1336,1336,1307,44510,58523793,126668173677,96619507,STK,ME005
267290,KR7267290005,경동도시가스,KOSPI,,21400,2,-100,-0.47,21750,21750,21400,1451,31180900,126161688400,5895406,STK,ME005
001360,KR7001360007,삼성제약,KOSPI,,1328,1,2,0.15,1336,1348,1297,99856,132077246,125047240912,94162079,STK,ME005
009070,KR7009070004,KCTC,KOSPI,,4160,2,-30,-0.72,4160,4195,4110,43663,181376115,124800000000,30000000,STK,ME005
078000,KR7078000007,텔코웨어,KOSPI,,13410,2,-60,-0.45,13340,13540,13310,648,8657235,123909432570,9240077,STK,ME005
210540,KR7210540001,디와이파워,KOSPI,,11190,1,20,0.18,11120,11220,11120,5184,57937700,123556712520,11041708,STK,ME005
011690,KR7011690005,와이투솔루션,KOSPI,,3355,1,5,0.15,3360,3435,3350,45160,153517165,123124346510,36698762,STK,ME005
006060,KR7006060008,화승인더,KOSPI,,2220,2,-5,-0.22,2225,2240,2200,51980,114974101,122810400000,55320000,STK,ME005
008970,KR7008970006,KBI동양철관,KOSPI,,1183,1,35,3.05,1155,1209,1139,979556,1154895179,122756250981,103766907,STK,ME005
013520,KR7013520002,화승코퍼레이션,KOSPI,,2445,2,-20,-0.81,2465,2495,2430,89902,219497635,122375311140,50051252,STK,ME005
005800,KR7005800008,신영와코루,KOSPI,,13570,1,30,0.22,13580,13580,13520,2225,30115980,122130000000,9000000,STK,ME005
214420,KR7214420002,토니모리,KOSPI,,5050,1,40,0.8,5050,5110,5010,15758,79773020,121476734950,24054799,STK,ME005
092220,KR7092220003,KEC,KOSPI,,3025,2,-135,-4.27,3255,3255,3015,508656,1559573243,121461699700,40152628,STK,ME005
037560,KR7037560000,LG헬로비전,KOSPI,,1567,2,-11,-0.7,1589,1589,1500,49974,77726591,121359237455,77446865,STK,ME005
002620,KR7002620003,제일파마홀딩스,KOSPI,,7560,2,-90,-1.18,7730,7730,7550,101,766450,120758563800,15973355,STK,ME005
015590,KR7015590003,DKME,KOSPI,,2260,1,45,2.03,2215,2285,2215,80955,182531751,120675656080,53396308,STK,ME005
089470,KR7089470009,HDC현대EP,KOSPI,,3770,2,-10,-0.26,3800,3800,3750,13543,51017295,120263000000,31900000,STK,ME005
009580,KR7009580002,무림P&P,KOSPI,,1924,1,293,17.96,1632,2120,1630,7444965,14391634166,119996655376,62368324,STK,ME005
227840,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,12830,2,-90,-0.7,12930,12930,12740,6491,83247890,116763725880,9100836,STK,ME005
017550,KR7017550005,수산세보틱스,KOSPI,,1855,1,53,2.94,1810,1870,1810,151646,280414264,115750386150,62399130,STK,ME005
034590,KR7034590000,인천도시가스,KOSPI,,26450,1,50,0.19,26300,26700,26300,56,1478500,115712243300,4374754,STK,ME005
002390,KR7002390003,한독,KOSPI,,8390,1,50,0.6,8330,8500,8300,683,5717540,115476041870,13763533,STK,ME005
014530,KR7014530000,극동유화,KOSPI,,3295,2,-30,-0.9,3320,3320,3240,80366,262757510,114894738900,34869420,STK,ME005
079430,KR7079430005,현대리바트,KOSPI,,5700,1,50,0.88,5660,5730,5650,5745,32557310,114650951400,20114202,STK,ME005
016740,KR7016740003,두올,KOSPI,,3995,2,-5,-0.13,3960,4015,3960,7754,30953815,114552725880,28674024,STK,ME005
016710,KR7016710006,대성홀딩스,KOSPI,,7000,2,-30,-0.43,7030,7030,6960,394,2753640,112626213000,16089459,STK,ME005
004100,KR7004100004,태양금속,KOSPI,,3050,1,130,4.45,2925,3075,2895,398094,1200624479,111935000000,36700000,STK,ME005
023450,KR7023450000,동남합성,KOSPI,,31950,2,-350,-1.08,32650,32650,31850,303,9746000,111825000000,3500000,STK,ME005
083420,KR7083420000,그린케미칼,KOSPI,,4655,2,-45,-0.96,4720,4720,4620,9937,46124235,111720000000,24000000,STK,ME005
002460,KR7002460004,HS화성,KOSPI,,10980,2,-110,-0.99,11000,11080,10920,632,6953450,111447000000,10150000,STK,ME005
37550L,KR737550K029,DL이앤씨2우(전환),KOSPI,,52400,2,-900,-1.69,53300,53300,52400,574,30277300,110666232400,2111951,STK,ME005
013570,KR7013570007,디와이,KOSPI,,4160,1,40,0.97,4190,4190,4140,11551,48047695,109489673280,26319633,STK,ME005
012200,KR7012200002,계양전기,KOSPI,,3945,1,100,2.6,3845,4300,3800,645221,2612038498,107394060405,27222829,STK,ME005
012800,KR7012800009,대창,KOSPI,,1178,1,9,0.77,1171,1187,1171,131276,155064486,107363507822,91140499,STK,ME005
006660,KR7006660005,삼성공조,KOSPI,,13120,2,-20,-0.15,13250,13550,13000,111570,1481741280,106617239680,8126314,STK,ME005
008040,KR7008040008,사조동아원,KOSPI,,7530,2,-60,-0.79,7540,7590,7500,5800,43742310,106281883800,14114460,STK,ME005
120030,KR7120030002,조선선재,KOSPI,,83700,2,-200,-0.24,84000,84000,83100,210,17533400,105265388700,1257651,STK,ME005
004250,KR7004250007,NPC,KOSPI,,2860,1,10,0.35,2870,2870,2830,3736,10608030,105019200000,36720000,STK,ME005
014580,KR7014580005,태경비케이,KOSPI,,3795,2,-10,-0.26,3805,3815,3765,7674,29111555,104677864500,27583100,STK,ME005
012320,KR7012320008,경동인베스트,KOSPI,,44250,2,-400,-0.9,44200,44600,43950,4007,177109900,104652267750,2365023,STK,ME005
021820,KR7021820006,세원정공,KOSPI,,10420,2,-10,-0.1,10560,10560,10420,987,10318820,104200000000,10000000,STK,ME005
027970,KR7027970003,한국제지,KOSPI,,2715,2,-5,-0.18,2745,2745,2690,4697,12721035,103251840960,38030144,STK,ME005
010100,KR7010100006,한국무브넥스,KOSPI,,3387,1,37,1.1,3370,3420,3345,24365,82330417,103135572540,30450420,STK,ME005
123690,KR7123690000,한국화장품,KOSPI,,6400,1,60,0.95,6350,6460,6350,17436,112008665,102835200000,16068000,STK,ME005
035000,KR7035000009,HS애드,KOSPI,,6330,1,30,0.48,6340,6340,6300,4477,28306940,102594386520,16207644,STK,ME005
248170,KR7248170003,샘표식품,KOSPI,,22350,2,-50,-0.22,22550,22650,22300,12194,273214900,102101192100,4568286,STK,ME005
267850,KR7267850006,아시아나IDT,KOSPI,,9120,1,40,0.44,9080,9220,9060,2647,24162020,101232000000,11100000,STK,ME005
011280,KR7011280005,태림포장,KOSPI,,1407,2,-36,-2.49,1444,1475,1302,322573,443242339,99623957580,70805940,STK,ME005
002780,KR7002780005,진흥기업,KOSPI,,6840,1,20,0.29,6830,6860,6810,17588,120091960,99502670160,14547174,STK,ME005
002450,KR7002450005,삼익악기,KOSPI,,1091,2,-9,-0.82,1095,1100,1088,42279,46105301,98769228265,90530915,STK,ME005
013700,KR7013700000,까뮤이앤씨,KOSPI,,1648,2,-27,-1.61,1661,1687,1639,74907,123568975,98469367840,59750830,STK,ME005
070960,KR7070960000,모나용평,KOSPI,,2035,1,130,6.82,1876,2035,1876,39894,78293627,97951332655,48133333,STK,ME005
264900,KR7264900002,크라운제과,KOSPI,,7730,2,-20,-0.26,7800,7810,7700,4011,31142480,96809360500,12523850,STK,ME005
008700,KR7008700007,아남전자,KOSPI,,1254,2,-4,-0.32,1258,1270,1191,174834,216790049,96714524280,77124820,STK,ME005
067830,KR7067830000,세이브존I&C,KOSPI,,2305,3,0,0.0,2280,2320,2280,36412,83660190,94599262975,41040895,STK,ME005
002200,KR7002200004,한국수출포장,KOSPI,,2815,2,-15,-0.53,2825,2845,2810,18081,51019535,94302333915,33499941,STK,ME005
008260,KR7008260002,NI스틸,KOSPI,,3285,1,10,0.31,3340,3340,3255,18339,60094410,93951384345,28600117,STK,ME005
014790,KR7014790000,HL D&I,KOSPI,,2475,1,10,0.41,2515,2515,2455,10375,25634150,93700037475,37858601,STK,ME005
014440,KR7014440002,영보화학,KOSPI,,4685,2,-20,-0.43,4710,4710,4675,2632,12364725,93700000000,20000000,STK,ME005
032560,KR7032560005,황금에스티,KOSPI,,5490,3,0,0.0,5510,5540,5440,7389,40503130,93330000000,17000000,STK,ME005
007210,KR7007210008,벽산,KOSPI,,1423,2,-6,-0.42,1424,1430,1417,28994,41196789,93007280000,65360000,STK,ME005
006840,KR7006840003,AK홀딩스,KOSPI,,6950,1,60,0.87,7130,7130,6770,2029,14101450,92070548950,13247561,STK,ME005
363280,KR7363280009,티와이홀딩스,KOSPI,,2015,2,-45,-2.18,2055,2055,2005,7675,15543710,91677125995,45497333,STK,ME005
036580,KR7036580009,팜스코,KOSPI,,2495,2,-25,-0.99,2560,2560,2485,6795,16976765,91636217785,36727943,STK,ME005
019180,KR7019180009,티에이치엔,KOSPI,,5060,1,40,0.8,5020,5080,5010,22926,115760390,91080000000,18000000,STK,ME005
001290,KR7001290006,상상인증권,KOSPI,,4110,1,15,0.37,4100,4160,4100,8963,36971865,89053112640,21667424,STK,ME005
058850,KR7058850009,KTcs,KOSPI,,2125,1,10,0.47,2130,2130,2110,18976,40182605,87984456250,41404450,STK,ME005
023000,KR7023000003,삼원강재,KOSPI,,2210,1,20,0.91,2205,2230,2190,6844,15099837,87825302760,39739956,STK,ME005
025620,KR7025620006,차AI헬스케어,KOSPI,,4735,2,-75,-1.56,4785,4785,4710,1629,7700015,86195812155,18203973,STK,ME005
004140,KR7004140000,동방,KOSPI,,1793,2,-9,-0.5,1800,1810,1786,26856,48137351,86013376438,47971766,STK,ME005
058860,KR7058860008,KTis,KOSPI,,2465,1,15,0.61,2450,2470,2445,6059,14901752,85786930000,34802000,STK,ME005
004890,KR7004890000,동일산업,KOSPI,,34850,1,50,0.14,35300,35300,34750,158,5491550,84518742750,2425215,STK,ME005
000850,KR7000850008,화천기공,KOSPI,,38350,2,-450,-1.16,38650,39350,38300,3372,130600500,84370000000,2200000,STK,ME005
139990,KR7139990006,아주스틸,KOSPI,,2160,1,30,1.41,2085,2175,2085,9339,19845720,83711694240,38755414,STK,ME005
006090,KR7006090005,사조오양,KOSPI,,8860,2,-180,-1.99,8910,8940,8830,470,4173510,83485440960,9422736,STK,ME005
002600,KR7002600005,조흥,KOSPI,,138000,1,100,0.07,138000,138000,138000,12,1656000,82800000000,600000,STK,ME005
007610,KR7007610009,선도전기,KOSPI,,4585,2,-135,-2.86,4815,4935,4565,964605,4586087295,82530000000,18000000,STK,ME005
007980,KR7007980006,TP,KOSPI,,1714,1,12,0.71,1702,1718,1699,86331,147744040,80382057900,46897350,STK,ME005
003580,KR7003580008,HLB글로벌,KOSPI,,1586,2,-2,-0.13,1595,1609,1556,21371,33961763,80352318930,50663505,STK,ME005
023800,KR7023800006,인지컨트롤스,KOSPI,,5080,1,20,0.4,5070,5160,5060,8409,42765900,80310720760,15809197,STK,ME005
011700,KR7011700002,한신기계,KOSPI,,2475,1,15,0.61,2470,2535,2445,121989,303861100,80304223725,32446151,STK,ME005
111380,KR7111380002,동인기연,KOSPI,,12890,2,-110,-0.85,13170,13170,12830,563,7253860,78989920000,6128000,STK,ME005
002220,KR7002220002,한일철강,KOSPI,,2935,1,25,0.86,2950,2950,2850,53088,154170001,78357045100,26697460,STK,ME005
009180,KR7009180001,한솔로지스틱스,KOSPI,,2765,1,15,0.55,2765,2770,2740,2295,6332012,77850856125,28155825,STK,ME005
000590,KR7000590000,CS홀딩스,KOSPI,,67400,1,400,0.6,67000,68000,66900,255,17112000,77812086800,1154482,STK,ME005
069730,KR7069730000,DSR제강,KOSPI,,5370,2,-30,-0.56,5440,5450,5320,2948,15809230,77328000000,14400000,STK,ME005
005740,KR7005740006,크라운해태홀딩스,KOSPI,,5180,2,-10,-0.19,5180,5230,5120,13038,67390710,76909257460,14847347,STK,ME005
004840,KR7004840005,DRB동일,KOSPI,,3945,2,-10,-0.25,3990,3990,3915,3390,13344420,76029475980,19272364,STK,ME005
007590,KR7007590003,동방아그로,KOSPI,,5580,1,20,0.36,5590,5590,5560,422,2346820,75986079660,13617577,STK,ME005
163560,KR7163560006,동일고무벨트,KOSPI,,5420,1,20,0.37,5440,5440,5390,1621,8766390,75338000000,13900000,STK,ME005
013360,KR7013360003,일성건설,KOSPI,,1387,3,0,0.0,1389,1403,1375,74059,102907198,74932508560,54024880,STK,ME005
071090,KR7071090005,하이스틸,KOSPI,,3675,1,405,12.39,3235,3785,3225,4654363,16838903869,74203655925,20191471,STK,ME005
001260,KR7001260009,남광토건,KOSPI,,7540,2,-10,-0.13,7600,7620,7470,6751,50910040,74137592880,9832572,STK,ME005
010960,KR7010960003,삼호개발,KOSPI,,3065,1,5,0.16,3065,3080,3040,20668,63094670,73927800000,24120000,STK,ME005
013870,KR7013870001,지엠비코리아,KOSPI,,3850,1,30,0.79,3900,3900,3800,4182,15994875,73428278000,19072280,STK,ME005
005750,KR7005750005,대림바스,KOSPI,,4385,1,15,0.34,4460,4460,4345,6264,27351930,72756972400,16592240,STK,ME005
001020,KR7001020007,페이퍼코리아,KOSPI,,2025,1,10,0.5,2085,2195,2000,2931,5990350,72083240550,35596662,STK,ME005
084670,KR7084670009,동양고속,KOSPI,,24550,1,150,0.61,24050,25150,24050,5539,136640900,71086218950,2895569,STK,ME005
063160,KR7063160006,종근당바이오,KOSPI,,12890,1,10,0.08,12950,13040,12800,4810,62110570,70714050180,5485962,STK,ME005
004770,KR7004770004,써니전자,KOSPI,,1982,2,-33,-1.64,2025,2035,1955,529744,1053816464,70375742116,35507438,STK,ME005
055490,KR7055490007,테이팩스,KOSPI,,14690,2,-90,-0.61,14780,15110,14600,9943,146402050,70315888500,4786650,STK,ME005
095720,KR7095720009,웅진씽크빅,KOSPI,,1234,2,-12,-0.96,1251,1251,1230,6671,8237950,70124622890,56827085,STK,ME005
009770,KR7009770009,삼정펄프,KOSPI,,27750,2,-150,-0.54,28450,28450,27600,567,15855400,69374195250,2499971,STK,ME005
000180,KR7000180000,성창기업지주,KOSPI,,4970,2,-30,-0.6,5050,5050,4965,2704,13538820,69333090400,13950320,STK,ME005
155660,KR7155660004,DSR,KOSPI,,4325,2,-45,-1.03,4430,4430,4310,6485,28202695,69200000000,16000000,STK,ME005
002720,KR7002720001,국제약품,KOSPI,,3250,2,-5,-0.15,3245,3275,3225,10909,35428475,68769454000,21159832,STK,ME005
031820,KR7031820004,아이티센씨티에스,KOSPI,,5680,3,0,0.0,5700,5770,5510,13553,77412280,68757229280,12105146,STK,ME005
001560,KR7001560002,제일연마,KOSPI,,9040,1,220,2.49,8820,9100,8820,686,6169000,68704000000,7600000,STK,ME005
000230,KR7000230003,일동홀딩스,KOSPI,,5950,2,-110,-1.82,5950,6020,5920,9941,59255250,68665380000,11540400,STK,ME005
214330,KR7214330003,금호에이치티,KOSPI,,6510,1,30,0.46,6590,6670,6480,16594,108543555,68074607790,10456929,STK,ME005
011150,KR7011150000,CJ씨푸드,KOSPI,,1886,2,-6,-0.32,1886,1907,1870,14897,28138352,67765437878,35930773,STK,ME005
010660,KR7010660009,화천기계,KOSPI,,3025,1,10,0.33,3015,3055,3005,15382,46544405,66550000000,22000000,STK,ME005
007280,KR7007280001,한국특강,KOSPI,,2310,2,-40,-1.7,2350,2350,2270,3551,8161675,66173507400,28646540,STK,ME005
079980,KR7079980009,휴비스,KOSPI,,1911,2,-9,-0.47,1932,1932,1905,12036,22995820,65929500000,34500000,STK,ME005
019680,KR7019680008,대교,KOSPI,,1628,2,-14,-0.85,1625,1643,1625,7695,12600114,65500707800,40233850,STK,ME005
014990,KR7014990006,인디에프,KOSPI,,4360,1,300,7.39,4080,4455,4040,384375,1654554662,65498531640,15022599,STK,ME005
024900,KR7024900003,디와이덕양,KOSPI,,2010,2,-5,-0.25,1983,2020,1983,33430,66959350,65455609800,32564980,STK,ME005
004440,KR7004440004,삼일씨엔에스,KOSPI,,5140,2,-80,-1.53,5250,5250,5130,15022,77477470,65442207580,12731947,STK,ME005
058730,KR7058730003,다스코,KOSPI,,3220,1,65,2.06,3160,3225,3155,147990,471950105,65209028220,20251251,STK,ME005
100220,KR7100220003,비상교육,KOSPI,,4985,2,-15,-0.3,4995,5030,4950,16649,82542640,64788753885,12996741,STK,ME005
004720,KR7004720009,팜젠사이언스,KOSPI,,2850,1,5,0.18,2900,2900,2810,9015,25584295,64564940250,22654365,STK,ME005
085310,KR7085310001,엔케이,KOSPI,,8660,2,-70,-0.8,8900,8900,8500,6285,54183820,64240520840,7418074,STK,ME005
002700,KR7002700003,신일전자,KOSPI,,934,3,0,0.0,936,937,919,429440,397687697,64023384614,68547521,STK,ME005
010040,KR7010040004,한국내화,KOSPI,,1547,2,-17,-1.09,1564,1572,1535,1599,2470060,63530744914,41067062,STK,ME005
005870,KR7005870001,휴니드,KOSPI,,4460,1,70,1.59,4420,4460,4350,13628,59937010,62957426900,14116015,STK,ME005
009200,KR7009200007,무림페이퍼,KOSPI,,1509,1,57,3.93,1442,1690,1442,1084000,1709986739,62788448790,41609310,STK,ME005
210980,KR7210980009,SK디앤디,KOSPI,,3370,1,30,0.9,3395,3430,3340,68900,232335985,62740577340,18617382,STK,ME005
480370,KR7480370006,씨케이솔루션,KOSPI,,1924,1,29,1.53,1895,1941,1847,87902,166348572,62494228992,32481408,STK,ME005
018500,KR7018500009,동원모빌리티,KOSPI,,1332,1,1,0.08,1367,1367,1318,19732,26266196,62277570756,46754933,STK,ME005
017370,KR7017370008,우신시스템,KOSPI,,3375,2,-5,-0.15,3400,3400,3360,3867,13053135,61809932250,18314054,STK,ME005
016090,KR7016090003,대현,KOSPI,,1395,2,-4,-0.29,1402,1406,1390,12631,17651031,61773822450,44282310,STK,ME005
068290,KR7068290006,삼성출판사,KOSPI,,6170,3,0,0.0,6210,6210,6150,2649,16368350,61700000000,10000000,STK,ME005
072130,KR7072130008,유엔젤,KOSPI,,4775,2,-75,-1.55,4850,4850,4750,11437,54606350,60620792850,12695454,STK,ME005
002760,KR7002760007,보락,KOSPI,,999,1,13,1.32,987,1000,987,38127,37829183,59840100000,59900000,STK,ME005
004450,KR7004450003,삼화왕관,KOSPI,,27350,2,-250,-0.91,27600,27600,26700,62,1679000,58922265650,2154379,STK,ME005
000220,KR7000220004,유유제약,KOSPI,,3740,2,-35,-0.93,3785,3790,3730,30853,115830835,58895507880,15747462,STK,ME005
006890,KR7006890008,태경케미컬,KOSPI,,5030,2,-20,-0.4,5100,5100,4980,16500,82705876,58348000000,11600000,STK,ME005
111110,KR7111110003,호전실업,KOSPI,,6350,2,-80,-1.24,6440,6440,6340,3002,19114380,57569100000,9066000,STK,ME005
372910,KR7372910000,한컴라이프케어,KOSPI,,2075,2,-85,-3.94,2135,2155,2055,300373,633117170,57424392450,27674406,STK,ME005
075180,KR7075180000,새론오토모티브,KOSPI,,2960,2,-20,-0.67,2975,3025,2940,17616,52319695,56832000000,19200000,STK,ME005
003780,KR7003780004,진양산업,KOSPI,,4285,2,-20,-0.46,4305,4360,4260,15161,65017640,55705000000,13000000,STK,ME005
129260,KR7129260006,인터지스,KOSPI,,1868,2,-5,-0.27,1880,1880,1858,4537,8457279,55569028632,29747874,STK,ME005
001550,KR7001550003,조비,KOSPI,,10580,1,180,1.73,10450,10680,10400,24862,261708340,54933888620,5192239,STK,ME005
002630,KR7002630002,오리엔트바이오,KOSPI,,1847,2,-89,-4.6,1936,1936,1827,123226,230555541,54755702097,29645751,STK,ME005
378850,KR7378850002,화승알앤에이,KOSPI,,2880,3,0,0.0,2855,2970,2855,17704,50734946,54701634240,18993623,STK,ME005
006980,KR7006980007,우성,KOSPI,,17700,1,30,0.17,17830,17830,17480,140,2481520,54693000000,3090000,STK,ME005
092440,KR7092440007,기신정기,KOSPI,,1861,2,-9,-0.48,1870,1891,1850,99489,185297352,54341200000,29200000,STK,ME005
025530,KR7025530007,SJM홀딩스,KOSPI,,3607,1,2,0.06,3660,3660,3605,240,867897,53866966856,14934008,STK,ME005
090080,KR7090080003,평화산업,KOSPI,,977,2,-8,-0.81,976,990,972,58146,57066837,53639507043,54902259,STK,ME005
011390,KR7011390002,부산산업,KOSPI,,50300,1,100,0.2,49600,51100,49300,1846,92559000,53116800000,1056000,STK,ME005
011230,KR7011230000,삼화전자,KOSPI,,2740,2,-20,-0.72,2790,2840,2725,191968,531650317,52514250900,19165785,STK,ME005
123700,KR7123700007,SJM,KOSPI,,3340,3,0,0.0,3410,3410,3310,6981,23321610,52120359320,15604898,STK,ME005
012690,KR7012690004,모나리자,KOSPI,,1419,2,-5,-0.35,1440,1440,1417,23440,33352349,51894610845,36571255,STK,ME005
021050,KR7021050000,서원,KOSPI,,1088,1,8,0.74,1090,1100,1087,39519,43145248,51652353920,47474590,STK,ME005
004830,KR7004830006,덕성,KOSPI,,3260,1,10,0.31,3240,3300,3240,12908,42066295,51116800000,15680000,STK,ME005
023810,KR7023810005,인팩,KOSPI,,5100,2,-70,-1.35,5170,5260,5080,5446,27877490,51000000000,10000000,STK,ME005
006880,KR7006880009,신송홀딩스,KOSPI,,4290,1,5,0.12,4330,4330,4135,14114,59788490,50745800820,11828858,STK,ME005
000950,KR7000950006,전방,KOSPI,,30200,3,0,0.0,29850,30800,29850,199,6012600,50736000000,1680000,STK,ME005
010770,KR7010770006,평화홀딩스,KOSPI,,3465,2,-10,-0.29,3500,3500,3465,8958,31113230,50677239690,14625466,STK,ME005
007460,KR7007460009,에이프로젠,KOSPI,,2030,2,-10,-0.49,2045,2095,2000,45365,92160672,50396684590,24825953,STK,ME005
196170,KR7196170005,알테오젠,KOSDAQ GLOBAL,우량기업부,253500,2,-1500,-0.59,257000,257500,253000,105694,26927190250,17657576215500,69655133,KSQ,ME005
086520,KR7086520004,에코프로,KOSDAQ GLOBAL,중견기업부,80900,1,1000,1.25,81000,81700,80200,142642,11520582550,10984290696800,135776152,KSQ,ME005
247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,중견기업부,104500,1,1100,1.06,104700,106200,103400,97066,10133281700,10223280353000,97830434,KSQ,ME005
036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,205500,3,0,0.0,212000,213500,204000,560419,116683080500,9551870365500,46481121,KSQ,ME005
277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,451500,1,12000,2.73,444500,453500,442000,32053,14381038500,8759035887000,19399858,KSQ,ME005
240810,KR7240810002,원익IPS,KOSDAQ GLOBAL,우량기업부,130600,1,1600,1.24,133000,134900,128200,671428,87858436100,6410357470600,49083901,KSQ,ME005
039030,KR7039030002,이오테크닉스,KOSDAQ,우량기업부,478000,2,-6000,-1.24,491000,494500,474000,40174,19299541000,5888744900000,12319550,KSQ,ME005
222800,KR7222800005,심텍,KOSDAQ GLOBAL,중견기업부,149600,1,18900,14.46,138600,156600,138400,1400699,210855535000,5757285089600,38484526,KSQ,ME005
058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,73100,1,3300,4.73,71300,74400,70400,567033,41034232650,5571086235000,76211850,KSQ,ME005
108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,312000,1,6000,1.96,308000,313500,302000,128839,39691876250,4576112736000,14667028,KSQ,ME005
095340,KR7095340006,ISC,KOSDAQ,우량기업부,214000,1,14900,7.48,216000,221500,210500,126403,27204764750,4536170412000,21197058,KSQ,ME005
403870,KR7403870009,HPSP,KOSDAQ GLOBAL,우량기업부,54800,1,100,0.18,56000,56000,54600,736283,40604892500,4510040000000,82300000,KSQ,ME005
028300,KR7028300002,HLB,KOSDAQ,중견기업부,31500,2,-450,-1.41,31950,31950,30850,292134,9179202100,4195744024500,133198223,KSQ,ME005
319660,KR7319660007,피에스케이,KOSDAQ,우량기업부,132800,2,-4100,-2.99,138500,139200,132000,127291,17056611050,3846779619200,28966714,KSQ,ME005
000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,161100,2,-600,-0.37,162900,163800,160000,26780,4329239850,3778998739200,23457472,KSQ,ME005
440110,KR7440110005,파두,KOSDAQ,기술성장기업부,72900,1,7400,11.3,68000,73000,67000,396436,28083907600,3653093868300,50111027,KSQ,ME005
031980,KR7031980006,피에스케이홀딩스,KOSDAQ,우량기업부,161300,2,-8700,-5.12,172000,173200,160900,89457,14794818600,3478014313500,21562395,KSQ,ME005
087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,147800,2,-13600,-8.43,158600,158600,147800,109836,16665660950,3446304330000,23317350,KSQ,ME005
214450,KR7214450009,파마리서치,KOSDAQ GLOBAL,우량기업부,326000,1,1000,0.31,328500,329500,324000,29633,9665748750,3387025248000,10389648,KSQ,ME005
084370,KR7084370006,유진테크,KOSDAQ,우량기업부,147800,1,7400,5.27,144900,147800,143400,50893,7410592000,3386991007600,22916042,KSQ,ME005
064760,KR7064760002,티씨케이,KOSDAQ GLOBAL,우량기업부,280500,1,13000,4.86,272500,282000,269000,18406,5065794750,3135826188000,11179416,KSQ,ME005
067310,KR7067310003,하나마이크론,KOSDAQ,중견기업부,47050,1,2250,5.02,45200,47850,44100,2887424,132903503775,3128395386450,66490869,KSQ,ME005
131290,KR7131290009,티에스이,KOSDAQ,우량기업부,277500,1,8000,2.97,275000,279500,262500,53710,14540091750,3069546547500,11061429,KSQ,ME005
141080,KR7141080002,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,81800,2,-100,-0.12,82200,82300,81000,63199,5159177300,3028188392400,37019418,KSQ,ME005
