DateTime,Open,High,Low,Close,Volume
2024-01-01 09:00:00,9995.234384362613,10045.234384362613,9985.234384362613,9982.234384362613,1936
2024-01-01 09:01:00,19933.5024714023,19989.5024714023,19911.5024714023,19933.5024714023,4106
2024-01-01 09:02:00,29866.463456596954,29893.463456596954,29810.463456596954,29911.463456596954,4412
2024-01-01 09:03:00,39871.7268515757,39952.7268515757,39806.7268515757,39907.7268515757,446
2024-01-01 09:04:00,49979.17156814788,50057.17156814788,49950.17156814788,50021.17156814788,9874
2024-01-01 09:05:00,59973.01630950261,59986.01630950261,59941.01630950261,60012.01630950261,3140
2024-01-01 09:06:00,70043.01754871946,70130.01754871946,69953.01754871946,70088.01754871946,6037
2024-01-01 09:07:00,80068.42217546857,80083.42217546857,79981.42217546857,80105.42217546857,1791
2024-01-01 09:08:00,90031.89569536659,90121.89569536659,89973.89569536659,90043.89569536659,8509
2024-01-01 09:09:00,100051.32364248025,100100.32364248025,99955.32364248025,100089.32364248025,5326
2024-01-01 09:10:00,110052.79798418406,110147.79798418406,109976.79798418406,110107.79798418406,784
2024-01-01 09:11:00,120162.37533609083,120222.37533609083,120081.37533609083,120229.37533609083,470
2024-01-01 09:12:00,130210.14889020778,130262.14889020778,130134.14889020778,130264.14889020778,9485
2024-01-01 09:13:00,140170.03252911387,140220.03252911387,140101.03252911387,140217.03252911387,1170
2024-01-01 09:14:00,150099.28795265255,150159.28795265255,150048.28795265255,150154.28795265255,9159
2024-01-01 09:15:00,160149.33685564937,160232.33685564937,160084.33685564937,160168.33685564937,917
2024-01-01 09:16:00,170116.59348875604,170184.59348875604,170082.59348875604,170173.59348875604,7413
2024-01-01 09:17:00,180074.93538776325,180170.93538776325,180020.93538776325,180133.93538776325,4261
2024-01-01 09:18:00,190130.27199940715,190192.27199940715,190063.27199940715,190204.27199940715,1174
2024-01-01 09:19:00,200124.7992527851,200182.7992527851,200112.7992527851,200133.7992527851,2863
2024-01-01 09:20:00,210187.55803463384,210208.55803463384,210125.55803463384,210222.55803463384,3302
2024-01-01 09:21:00,220117.72376220278,220150.72376220278,220068.72376220278,220205.72376220278,2140
2024-01-01 09:22:00,230161.80882255343,230243.80882255343,230080.80882255343,230167.80882255343,9840
2024-01-01 09:23:00,240217.1868136171,240281.1868136171,240148.1868136171,240262.1868136171,5665
2024-01-01 09:24:00,250225.09412335063,250298.09412335063,250199.09412335063,250268.09412335063,847
2024-01-01 09:25:00,260208.75722905045,260290.75722905045,260116.75722905045,260279.75722905045,7733
2024-01-01 09:26:00,270235.062562746,270259.062562746,270161.062562746,270245.062562746,2286
2024-01-01 09:27:00,280171.55716374173,280256.55716374173,280095.55716374173,280252.55716374173,4004
2024-01-01 09:28:00,290221.10707694513,290253.10707694513,290135.10707694513,290243.10707694513,1573
2024-01-01 09:29:00,300250.6079462238,300291.6079462238,300187.6079462238,300350.6079462238,4919
2024-01-01 09:30:00,310304.59260843444,310318.59260843444,310237.59260843444,310371.59260843444,4204
2024-01-01 09:31:00,320362.44665749674,320426.44665749674,320317.44665749674,320401.44665749674,3390
2024-01-01 09:32:00,330410.08487205254,330495.08487205254,330354.08487205254,330444.08487205254,7010
2024-01-01 09:33:00,340423.2024554169,340491.2024554169,340331.2024554169,340519.2024554169,2062
2024-01-01 09:34:00,350470.8352126171,350565.8352126171,350412.8352126171,350510.8352126171,1508
2024-01-01 09:35:00,360568.09040097287,360597.09040097287,360511.09040097287,360650.09040097287,5552
2024-01-01 09:36:00,370576.4935220821,370671.4935220821,370520.4935220821,370621.4935220821,8381
2024-01-01 09:37:00,380654.78375385713,380686.78375385713,380605.78375385713,380764.78375385713,7065
2024-01-01 09:38:00,390731.83192849945,390765.83192849945,390691.83192849945,390773.83192849945,3826
2024-01-01 09:39:00,400642.1604592132,400693.1604592132,400566.1604592132,400686.1604592132,3246
2024-01-01 09:40:00,410626.1873800766,410645.1873800766,410600.1873800766,410705.1873800766,980
2024-01-01 09:41:00,420673.8448144136,420693.8448144136,420622.8448144136,420780.8448144136,8264
2024-01-01 09:42:00,430683.99973382056,430724.99973382056,430642.99973382056,430722.99973382056,7258
2024-01-01 09:43:00,440663.26169497514,440703.26169497514,440642.26169497514,440744.26169497514,7079
2024-01-01 09:44:00,450696.52325420367,450771.52325420367,450675.52325420367,450761.52325420367,4805
2024-01-01 09:45:00,460709.36342028936,460806.36342028936,460634.36342028936,460783.36342028936,5562
2024-01-01 09:46:00,470786.3685013528,470814.3685013528,470729.3685013528,470917.3685013528,4185
2024-01-01 09:47:00,480798.49817742326,480835.49817742326,480706.49817742326,480875.49817742326,495
2024-01-01 09:48:00,490819.42437102646,490851.42437102646,490750.42437102646,490950.42437102646,4193
2024-01-01 09:49:00,500782.943887,500815.943887,500761.943887,500833.943887,4560
2024-01-01 09:50:00,510701.6738423515,510774.6738423515,510640.6738423515,510772.6738423515,3938
2024-01-01 09:51:00,520596.576480021,520653.576480021,520562.576480021,520743.576480021,1537
2024-01-01 09:52:00,530507.0131834971,530582.0131834971,530461.0131834971,530561.0131834971,2792
2024-01-01 09:53:00,540467.7064613997,540489.7064613997,540386.7064613997,540583.7064613997,4622
2024-01-01 09:54:00,550423.8048902866,550484.8048902866,550357.8048902866,550579.8048902866,4439
2024-01-01 09:55:00,560400.7113492573,560476.7113492573,560305.7113492573,560504.7113492573,1744
2024-01-01 09:56:00,570395.0312944226,570491.0312944226,570359.0312944226,570553.0312944226,2090
2024-01-01 09:57:00,580336.6189127686,580350.6189127686,580288.6189127686,580462.6189127686,2722
2024-01-01 09:58:00,590290.7005249095,590317.7005249095,590234.7005249095,590378.7005249095,2395
2024-01-01 09:59:00,600358.7970063334,600399.7970063334,600281.7970063334,600483.7970063334,3300
2024-01-01 10:00:00,610449.3083060867,610470.3083060867,610411.3083060867,610521.3083060867,4188
2024-01-01 10:01:00,620490.7968079987,620551.7968079987,620403.7968079987,620591.7968079987,3555
2024-01-01 10:02:00,630409.3550948392,630482.3550948392,630375.3550948392,630526.3550948392,7096
2024-01-01 10:03:00,640444.5355136167,640530.5355136167,640375.5355136167,640556.5355136167,9554
2024-01-01 10:04:00,650348.6815918355,650389.6815918355,650249.6815918355,650519.6815918355,1463
2024-01-01 10:05:00,660289.5502588287,660387.5502588287,660223.5502588287,660403.5502588287,3100
2024-01-01 10:06:00,670287.2239087226,670375.2239087226,670223.2239087226,670402.2239087226,4197
2024-01-01 10:07:00,680293.7525940809,680380.7525940809,680280.7525940809,680404.7525940809,3738
2024-01-01 10:08:00,690212.3473692493,690258.3473692493,690187.3473692493,690314.3473692493,3124
2024-01-01 10:09:00,700194.3676401203,700279.3676401203,700176.3676401203,700306.3676401203,7360
2024-01-01 10:10:00,710224.2390173208,710254.2390173208,710203.2390173208,710365.2390173208,5618
2024-01-01 10:11:00,720308.6785630824,720346.6785630824,720248.6785630824,720462.6785630824,6968
2024-01-01 10:12:00,730389.8501302331,730453.8501302331,730312.8501302331,730576.8501302331,1216
2024-01-01 10:13:00,740312.4083690867,740355.4083690867,740274.4083690867,740422.4083690867,9140
2024-01-01 10:14:00,750277.6047545819,750325.6047545819,750225.6047545819,750414.6047545819,2345
2024-01-01 10:15:00,760191.5655317907,760268.5655317907,760163.5655317907,760370.5655317907,9453
2024-01-01 10:16:00,770143.9464591861,770223.9464591861,770108.9464591861,770306.9464591861,7668
2024-01-01 10:17:00,780009.7544631513,780107.7544631513,779915.7544631513,780155.7544631513,6438
2024-01-01 10:18:00,790002.9368142384,790074.9368142384,789952.9368142384,790206.9368142384,8639
2024-01-01 10:19:00,799984.494150419,800008.494150419,799923.494150419,800110.494150419,5171
2024-01-01 10:20:00,809965.1796760472,809993.1796760472,809897.1796760472,810081.1796760472,7544
2024-01-01 10:21:00,819927.8039427154,819989.8039427154,819867.8039427154,820092.8039427154,5670
2024-01-01 10:22:00,829936.3212011625,829982.3212011625,829914.3212011625,830095.3212011625,1469
2024-01-01 10:23:00,839944.6782711251,840022.6782711251,839912.6782711251,840132.6782711251,318
2024-01-01 10:24:00,849872.667893778,849891.667893778,849795.667893778,850054.667893778,7425
2024-01-01 10:25:00,859788.530953468,859807.530953468,859751.530953468,859931.530953468,5857
2024-01-01 10:26:00,869719.6907711093,869793.6907711093,869701.6907711093,869895.6907711093,6225
2024-01-01 10:27:00,879769.1462113004,879845.1462113004,879718.1462113004,879912.1462113004,7870
2024-01-01 10:28:00,889796.3813913874,889873.3813913874,889771.3813913874,889965.3813913874,4933
2024-01-01 10:29:00,899736.7091794779,899755.7091794779,899704.7091794779,899928.7091794779,1088
2024-01-01 10:30:00,909789.7699250119,909820.7699250119,909734.7699250119,909932.7699250119,6863
2024-01-01 10:31:00,919777.3627782206,919807.3627782206,919705.3627782206,919970.3627782206,7456
2024-01-01 10:32:00,929769.672238564,929814.672238564,929725.672238564,929960.672238564,2713
2024-01-01 10:33:00,939766.1922645676,939792.1922645676,939671.1922645676,939987.1922645676,1792
2024-01-01 10:34:00,949749.9195310918,949838.9195310918,949669.9195310918,949904.9195310918,4880
2024-01-01 10:35:00,959840.4067992528,959858.4067992528,959767.4067992528,960069.4067992528,8512
2024-01-01 10:36:00,969811.7321332399,969827.7321332399,969741.7321332399,970031.7321332399,6679
2024-01-01 10:37:00,979766.7849948797,979836.7849948797,979735.7849948797,979956.7849948797,9819
2024-01-01 10:38:00,989824.9574648422,989855.9574648422,989783.9574648422,990001.9574648422,284
2024-01-01 10:39:00,999812.7617463438,999824.7617463438,999735.7617463438,1000050.7617463438,6760
2024-01-01 10:40:00,1009749.7146591794,1009821.7146591794,1009687.7146591794,1009994.7146591794,9192
2024-01-01 10:41:00,1019797.1997549318,1019874.1997549318,1019786.1997549318,1019963.1997549318,1075
2024-01-01 10:42:00,1029862.9556427532,1029881.9556427532,1029796.9556427532,1030024.9556427532,4933
2024-01-01 10:43:00,1039789.3780371357,1039850.3780371357,1039729.3780371357,1039955.3780371357,5992
2024-01-01 10:44:00,1049824.311558585,1049896.311558585,1049796.311558585,1050006.311558585,8272
2024-01-01 10:45:00,1059785.4152747637,1059824.4152747637,1059734.4152747637,1060015.4152747637,7701
2024-01-01 10:46:00,1069754.9866009406,1069853.9866009406,1069659.9866009406,1069950.9866009406,8077
2024-01-01 10:47:00,1079773.6489520697,1079846.6489520697,1079729.6489520697,1079980.6489520697,7297
2024-01-01 10:48:00,1089863.4870884882,1089926.4870884882,1089780.4870884882,1090083.4870884882,3364
2024-01-01 10:49:00,1099856.3368989152,1099890.3368989152,1099816.3368989152,1100078.3368989152,375
2024-01-01 10:50:00,1109921.629526766,1109943.629526766,1109849.629526766,1110140.629526766,746
2024-01-01 10:51:00,1119804.4572341973,1119832.4572341973,1119749.4572341973,1120059.4572341973,5004
2024-01-01 10:52:00,1129803.3091553582,1129827.3091553582,1129762.3091553582,1129997.3091553582,1046
2024-01-01 10:53:00,1139747.237590894,1139844.237590894,1139723.237590894,1140007.237590894,9685
2024-01-01 10:54:00,1149691.2199133902,1149759.2199133902,1149647.2199133902,1149948.2199133902,4973
2024-01-01 10:55:00,1159656.0709388503,1159688.0709388503,1159563.0709388503,1159863.0709388503,4582
2024-01-01 10:56:00,1169675.809392672,1169755.809392672,1169642.809392672,1169894.809392672,3207
2024-01-01 10:57:00,1179695.8696998958,1179746.8696998958,1179606.8696998958,1179929.8696998958,6964
2024-01-01 10:58:00,1189673.5215043225,1189752.5215043225,1189578.5215043225,1189889.5215043225,5773
2024-01-01 10:59:00,1199723.4090157552,1199742.4090157552,1199694.4090157552,1199982.4090157552,3328
2024-01-01 11:00:00,1209697.61897134,1209774.61897134,1209670.61897134,1209967.61897134,2405
2024-01-01 11:01:00,1219747.764066395,1219819.764066395,1219676.764066395,1219943.764066395,7871
2024-01-01 11:02:00,1229720.2010538676,1229759.2010538676,1229659.2010538676,1229930.2010538676,5168
2024-01-01 11:03:00,1239732.0690861247,1239771.0690861247,1239668.0690861247,1239971.0690861247,1707
2024-01-01 11:04:00,1249610.9002653162,1249646.9002653162,1249596.9002653162,1249819.9002653162,9958
2024-01-01 11:05:00,1259628.2294349945,1259690.2294349945,1259532.2294349945,1259910.2294349945,160
2024-01-01 11:06:00,1269649.63236039,1269724.63236039,1269609.63236039,1269884.63236039,6472
2024-01-01 11:07:00,1279602.2028200107,1279654.2028200107,1279542.2028200107,1279838.2028200107,4659
2024-01-01 11:08:00,1289703.0027050062,1289765.0027050062,1289679.0027050062,1289946.0027050062,4321
2024-01-01 11:09:00,1299761.835317519,1299793.835317519,1299709.835317519,1300038.835317519,1988
2024-01-01 11:10:00,1309709.4065704257,1309742.4065704257,1309658.4065704257,1309965.4065704257,5771
2024-01-01 11:11:00,1319643.7100325953,1319682.7100325953,1319585.7100325953,1319932.7100325953,8779
2024-01-01 11:12:00,1329623.8217738692,1329644.8217738692,1329574.8217738692,1329882.8217738692,5174
2024-01-01 11:13:00,1339599.435113025,1339644.435113025,1339517.435113025,1339879.435113025,4560
2024-01-01 11:14:00,1349544.2507540265,1349555.2507540265,1349453.2507540265,1349792.2507540265,5452
2024-01-01 11:15:00,1359522.9366240762,1359559.9366240762,1359467.9366240762,1359748.9366240762,3499
2024-01-01 11:16:00,1369564.438755642,1369637.438755642,1369469.438755642,1369794.438755642,5460
2024-01-01 11:17:00,1379573.304433327,1379627.304433327,1379484.304433327,1379839.304433327,3906
2024-01-01 11:18:00,1389475.8279651818,1389574.8279651818,1389446.8279651818,1389799.8279651818,5999
2024-01-01 11:19:00,1399491.9837590982,1399534.9837590982,1399443.9837590982,1399723.9837590982,1763
2024-01-01 11:20:00,1409528.001371381,1409607.001371381,1409487.001371381,1409825.001371381,9279
2024-01-01 11:21:00,1419478.5772802145,1419567.5772802145,1419430.5772802145,1419732.5772802145,7505
2024-01-01 11:22:00,1429441.4457625747,1429523.4457625747,1429343.4457625747,1429714.4457625747,4114
2024-01-01 11:23:00,1439476.44608844,1439513.44608844,1439434.44608844,1439777.44608844,5698
2024-01-01 11:24:00,1449484.285312186,1449581.285312186,1449458.285312186,1449734.285312186,1483
2024-01-01 11:25:00,1459507.9884986924,1459544.9884986924,1459443.9884986924,1459774.9884986924,1539
